url,title,date_found
https://in.indeed.com/viewjob,"Associate Manager, Software Engineering, CloudExtend",2026-03-16 23:03:45.638488
https://www.linkedin.com/jobs/view/4334807222,"Software Engineering Architect (.Net, AWS, Cloud Native)",2026-03-16 23:03:50.676302
https://www.linkedin.com/jobs/view/4384282006,Guidewire Architect / Technology Director,2026-03-16 23:04:36.610410
https://www.linkedin.com/jobs/view/4376662610,Business Operation & Solution Manager,2026-03-16 23:05:16.382984
https://www.linkedin.com/jobs/view/4386309074,Quality Assurance Manager-  Playwritght,2026-03-16 23:05:22.249937
https://www.linkedin.com/jobs/view/4384056383,Quality Assurance Manager (Product Engineering),2026-03-16 23:05:28.048235
https://www.linkedin.com/jobs/view/4384070095,Manager I Quality,2026-03-16 23:05:33.062656
https://www.linkedin.com/jobs/view/4386326045,Salesforce QA Manager(CDK India) – Enterprise Applications,2026-03-16 23:05:39.373612
https://www.linkedin.com/jobs/view/4374273614,Software_Engineer_in_Test-Manager,2026-03-16 23:05:53.567330
https://www.linkedin.com/jobs/view/4384013841,Quality Manager,2026-03-16 23:06:01.812836
https://www.linkedin.com/jobs/view/4386320280,QA Manager,2026-03-16 23:06:12.511957
https://www.linkedin.com/jobs/view/4379454454,"Manager, Quality Assurance - Digital Analytics (L09)",2026-03-16 23:06:17.921026
https://www.linkedin.com/jobs/view/4324558657,Test Lead,2026-03-16 23:06:33.829789
https://www.linkedin.com/jobs/view/4384990089,Test Lead,2026-03-16 23:06:58.160746
https://www.linkedin.com/jobs/view/4384670553,Engineering Manager,2026-03-16 23:07:20.677666
https://www.linkedin.com/jobs/view/4383146846,Engineering Manager - SaaS,2026-03-16 23:07:25.976369
https://www.linkedin.com/jobs/view/4386331306,Quality Engineering Manager [T500-24395],2026-03-16 23:07:31.799806
https://www.linkedin.com/jobs/view/4375300415,Manager - Engineering Manager - Hyderabad,2026-03-16 23:07:37.591769
https://www.linkedin.com/jobs/view/4352682143,Engineering Manager ((AI-First Delivery & Execution),2026-03-16 23:07:44.296983
https://www.linkedin.com/jobs/view/4284376200,Engineering Manager,2026-03-16 23:08:02.336646
https://www.linkedin.com/jobs/view/4384954955,AI Analytics Engineering Manager,2026-03-16 23:08:29.110384
https://www.naukri.com/job-listings-qa-architect-qikrecruit-gurugram-12-to-15-years-210126034288,Qa Architect - Gurugram - Qikrecruit - 12 to 15 years of ...,2026-03-16 23:08:36.024995
https://www.naukri.com/job-listings-qa-architect-mainframe-teradata-rsn-ginfo-solutions-hyderabad-10-to-13-years-160126030470,"QA Architect (Mainframe, Teradata) - Hyderabad",2026-03-16 23:08:41.805725
https://www.naukri.com/job-listings-urgent-hiring-for-qa-architect-allegis-global-solutions-ags-pune-gurugram-8-to-13-years-020226002740,"Urgent Hiring For QA Architect - Gurugram,Pune - Allegis Global ...",2026-03-16 23:08:52.986722
https://www.naukri.com/job-listings-qa-automation-architect-python-playwright-testing-mavens-remote-5-to-10-years-300126503561,Qa Architect Jobs In India,2026-03-16 23:08:58.713182
https://www.naukri.com/job-listings-qa-architect-lead-qa-engineer-agivant-technologies-hyderabad-4-to-10-years-220825501696,QA Architect / Lead QA Engineer - Agivant Technologies,2026-03-16 23:09:05.096018
https://www.naukri.com/job-listings-qa-architect-bangalore-bengaluru-10-to-14-years-180625904487,QA Architect,2026-03-16 23:09:16.301349
https://www.naukri.com/job-listings-lead-quality-assurance-engineer-randstad-enterprise-hyderabad-12-to-17-years-270126033778,Lead Qa Engineer Jobs In Hyderabad Secunderabad,2026-03-16 23:09:22.292960
https://www.naukri.com/job-listings-head-quality-engineering-comviva-technology-gurugram-bengaluru-15-to-20-years-110326024401,"Head Quality Engineering - Gurugram,Bengaluru",2026-03-16 23:09:45.982475
https://www.naukri.com/job-listings-automation-test-engineer-mobile-app-nomiso-india-private-limited-hyderabad-10-to-15-years-120226504428,Automation Test Engineer Mobile App - Hyderabad - Nomiso,2026-03-16 23:09:52.628473
https://www.naukri.com/job-listings-quality-assurance-qa-manager-bizbee-hyderabad-2-to-7-years-231023502411,Quality Assurance (QA) Manager - Bizbee Technologies,2026-03-16 23:09:58.845467
https://www.naukri.com/job-listings-qa-manager-exponential-ai-hyderabad-5-to-7-years-120325503063,QA Manager - Hyderabad / Secunderabad - Exponential Ai ...,2026-03-16 23:10:04.606510
https://www.naukri.com/job-listings-salesforce-qa-manager-enterprise-applications-cdk-global-hyderabad-13-to-16-years-240226015949,Salesforce QA Manager Enterprise Applications - Hyderabad,2026-03-16 23:10:10.607575
https://www.naukri.com/job-listings-quality-assurance-qa-manager-reliability-engineering-industries-private-limited-hyderabad-8-to-10-years-061025500380,Quality Assurance (QA) Manager - Hyderabad,2026-03-16 23:10:16.578357
https://www.naukri.com/job-listings-analytic-qa-manager-ocugen-hyderabad-10-to-15-years-300126031325,Analytic QA Manager - Hyderabad - Ocugen - 10 to 15 ...,2026-03-16 23:10:21.641819
https://www.naukri.com/job-listings-manager-qa-s-m-creative-electronics-ltd-gurugram-5-to-10-years-220224501990,Manager QA - Gurugram - S M Creative Electronics,2026-03-16 23:10:27.465573
https://www.naukri.com/job-listings-quality-manager-calyx-hyderabad-10-to-12-years-270126500503,Quality Manager - Hyderabad - Perceptive - 10 to 12 years ...,2026-03-16 23:10:33.386293
https://www.naukri.com/job-listings-manager-qa-packing-anthea-pharma-hyderabad-12-to-16-years-240226014530,Manager - QA Packing - Hyderabad - Anthea Pharma,2026-03-16 23:10:39.415369
https://www.naukri.com/job-listings-sr-qa-manager-desidea-software-hyderabad-10-to-12-years-121225036504,Sr. QA Manager - with eCommerce (Retail) Domain ...,2026-03-16 23:10:45.362115
https://www.naukri.com/job-listings-it-lead-qa-and-release-governance-hubbell-incorporated-hyderabad-7-to-12-years-090326501152,IT Lead QA and Release Governance - Hyderabad - Hubbell,2026-03-16 23:10:51.370221
https://www.naukri.com/job-listings-test-automation-architect-ideyalabs-tech-hyderabad-10-to-15-years-030326015550,Test Automation Architect - Hyderabad - Ideyalabs Tech,2026-03-16 23:10:57.178082
https://www.naukri.com/job-listings-automation-architect-ideslabs-private-limited-hyderabad-8-to-10-years-131223501430,Automation Architect - Hyderabad - IDESLABS - 8 to 10 years of ...,2026-03-16 23:11:03.145856
https://www.naukri.com/job-listings-network-automation-architect-netbrain-technologies-inc-hyderabad-2-to-7-years-191225502490,Network Automation Architect - Netbrain Technologies,2026-03-16 23:11:08.506709
https://www.naukri.com/job-listings-automation-architect-yitro-global-hyderabad-8-to-13-years-300925503994,Automation Architect - Hyderabad - Yitro Global - 8 to 13 years of ...,2026-03-16 23:11:14.651479
https://www.naukri.com/job-listings-lead-enterprise-process-orchestration-automation-architect-fil-india-business-and-research-services-private-limited-gurugram-8-to-11-years-180226926751,Lead Enterprise Process Orchestration & Automation ...,2026-03-16 23:11:19.975875
https://www.naukri.com/job-listings-test-architect-4-hyderabad-hyland-software-hyland-hyderabad-10-to-20-years-100326021453,Test Architect 4 - Hyderabad || Hyland Software ||,2026-03-16 23:11:26.284667
https://www.naukri.com/job-listings-ui-path-hyperautomation-solution-architect-capgemini-noida-hyderabad-pune-13-to-18-years-050326010501,UI Path Hyperautomation Solution Architect - Capgemini,2026-03-16 23:11:35.145218
https://www.naukri.com/job-listings-tosca-automation-architect-with-python-playwright-aws-azure-cognizant-india-10-to-15-years-260226022027,Tosca Automation Architect with Python/Playwright (AWS ...,2026-03-16 23:11:40.911107
https://www.naukri.com/job-listings-qa-lead-automation-quality-engineering-float-group-hyderabad-6-to-11-years-260226503843,QA Lead Automation & Quality Engineering - Hyderabad,2026-03-16 23:11:47.776039
https://www.naukri.com/job-listings-sap-tosca-automation-lead-supro-consulting-hyderabad-7-to-12-years-260226021988,SAP TOSCA Automation Lead - Supro Consulting,2026-03-16 23:11:54.256938
https://www.naukri.com/job-listings-quality-engineering-manager-axtria-noida-gurugram-delhi-ncr-10-to-14-years-230425006395,910 Quality Engineering Manager Job Vacancies In Gurugram,2026-03-16 23:12:00.044117
https://www.naukri.com/job-listings-quality-engineering-manager-data-quality-automation-dataorb-inc-hyderabad-pune-ahmedabad-6-to-10-years-120326503510,Quality Engineering Manager (Data Quality/Automation),2026-03-16 23:12:07.408570
https://www.naukri.com/job-listings-lead-qe-s-p-capital-iq-india-pvt-ltd-hyderabad-ahmedabad-gurugram-6-to-11-years-100326916562,"Lead QE - Ahmedabad,Gurugram,Hyderabad",2026-03-16 23:12:13.271320
https://www.naukri.com/job-listings-quality-engeerg-lead-test-lead-accenture-solutions-pvt-ltd-gurugram-15-to-20-years-240226924089,Quality Engeerg Lead (Test Lead) - Gurugram - Accenture,2026-03-16 23:12:19.229562
https://www.naukri.com/job-listings-quality-assurance-and-automation-engineer-config-solutions-hyderabad-6-to-11-years-260226027617,Quality Assurance and Automation Engineer - Hyderabad,2026-03-16 23:12:24.442803
https://www.naukri.com/job-listings-quality-engineer-teambees-corp-gurugram-7-to-9-years-270126504869,Quality Engineer - Gurugram - Teambees Corp - 7 to 9 ...,2026-03-16 23:12:29.645331
https://www.naukri.com/job-listings-smts-qa-automation-testing-ars-talent-gurugram-7-to-12-years-180226009923,SMTS--QA (Automation Testing) - Gurugram - Ars Talent,2026-03-16 23:12:35.603048
https://www.naukri.com/job-listings-lead-qa-engineer-vml-es-noida-gurugram-mumbai-all-areas-6-to-11-years-260226012220,"Lead QA Engineer - Gurugram,Noida,Mumbai (All Areas)",2026-03-16 23:12:40.933297
https://www.naukri.com/job-listings-it-quality-manager-maruti-true-value-gurugram-9-to-14-years-250725503913,IT-Quality Manager - Gurugram - Maruti True Value,2026-03-16 23:12:46.253689
https://www.linkedin.com/jobs/view/4386507345,Assistant Manager - Transactional Quality,2026-03-16 22:22:26.124469
https://www.linkedin.com/jobs/view/4379453471,"Manager, Quality Assurance - Digital Analytics (L09)",2026-03-16 22:22:39.526132
https://www.linkedin.com/jobs/view/4386386805,Automation Test Lead,2026-03-16 22:23:03.478674
https://www.linkedin.com/jobs/view/4384993661,Data Engineering Manager,2026-03-16 22:23:56.642265
https://www.linkedin.com/jobs/view/4376540883,Quality Lead Engineer,2026-03-16 22:24:32.419349
